core
1000000000 330 343 118 268 236 186 236 224 248 346 348 288 313 388 291 211 124 266 169 278 107 355 384 143 346 222 112 373 383 112 278 347 337 68 131 127 25 11 24 61 25 21 46 102 83 48 144 109 99
has_camera
0 1 0 1 1 1 1 0 0 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1
has_gpu
0 0 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 1 0 1 1 0 0 1
bandwidth
0,2 572
0,3 102
0,5 311
0,6 107
0,7 539
0,8 585
0,9 143
0,10 509
0,11 454
0,12 250
0,13 495
0,14 582
0,16 500
0,17 446
0,18 261
0,19 403
0,21 499
1,5 458
1,14 212
1,26 306
1,48 281
2,13 448
2,17 309
2,39 310
3,30 371
4,5 390
4,10 156
4,19 563
4,36 303
5,15 187
5,49 100
6,8 317
6,20 472
6,31 248
6,32 526
7,23 200
7,28 169
7,31 295
8,18 452
8,29 250
8,44 511
9,14 110
9,26 591
10,11 123
11,16 522
11,43 101
12,18 312
12,22 255
12,30 590
13,17 428
13,31 587
13,32 307
13,33 352
14,20 351
15,19 477
16,25 355
17,33 557
18,22 196
18,24 338
18,28 223
18,37 532
19,25 168
19,29 451
20,32 556
20,35 247
21,27 239
21,32 484
21,33 396
21,40 385
22,24 542
23,28 147
23,31 236
23,41 296
23,42 559
24,25 136
24,29 326
25,38 338
27,45 107
28,30 314
29,34 425
30,46 312
31,32 253
31,47 393
latency
0,2 1
0,3 1
0,5 1
0,6 1
0,7 1
0,8 1
0,9 1
0,10 1
0,11 1
0,12 1
0,13 1
0,14 1
0,16 1
0,17 1
0,18 1
0,19 1
0,21 1
1,5 1
1,14 1
1,26 1
1,48 1
2,13 1
2,17 1
2,39 1
3,30 1
4,5 1
4,10 1
4,19 1
4,36 1
5,15 1
5,49 1
6,8 1
6,20 1
6,31 1
6,32 1
7,23 1
7,28 1
7,31 1
8,18 1
8,29 1
8,44 1
9,14 1
9,26 1
10,11 1
11,16 1
11,43 1
12,18 1
12,22 1
12,30 1
13,17 1
13,31 1
13,32 1
13,33 1
14,20 1
15,19 1
16,25 1
17,33 1
18,22 1
18,24 1
18,28 1
18,37 1
19,25 1
19,29 1
20,32 1
20,35 1
21,27 1
21,32 1
21,33 1
21,40 1
22,24 1
23,28 1
23,31 1
23,41 1
23,42 1
24,25 1
24,29 1
25,38 1
27,45 1
28,30 1
29,34 1
30,46 1
31,32 1
31,47 1
