core
1000000000 350 193 122 370 177 377 329 151 310 332 138 139 213 120 226 244 300 272 237 166 276 236 352 310 318 272 61 49 73 90 61 30 25 16 38 67 50 34 54
has_camera
0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0 1 1 0 1 1 0 1 0 1 1 1 0 1 0 1 1 1 1 1 0 1
has_gpu
0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1
bandwidth
0,4 272
0,6 492
0,9 495
0,10 225
0,11 369
0,12 137
0,13 546
0,14 582
0,15 281
0,16 370
0,21 369
0,24 487
1,2 134
1,4 365
1,29 522
2,12 406
2,31 378
3,6 116
3,9 562
3,22 193
3,26 275
4,12 438
4,22 331
5,18 385
5,24 395
5,37 179
6,26 106
7,21 576
7,33 505
8,10 177
8,11 435
8,13 355
9,11 469
9,22 172
9,23 451
9,35 459
10,15 599
10,18 238
10,38 315
11,13 167
11,15 107
12,26 123
13,27 324
13,34 187
14,15 471
14,19 196
14,20 413
14,23 369
14,24 265
15,23 325
16,19 600
16,22 579
16,23 238
16,25 578
16,32 209
17,19 499
17,21 272
17,25 436
19,25 426
19,30 523
20,24 291
20,28 570
22,36 540
26,39 111
latency
0,4 1
0,6 1
0,9 1
0,10 1
0,11 1
0,12 1
0,13 1
0,14 1
0,15 1
0,16 1
0,21 1
0,24 1
1,2 1
1,4 1
1,29 1
2,12 1
2,31 1
3,6 1
3,9 1
3,22 1
3,26 1
4,12 1
4,22 1
5,18 1
5,24 1
5,37 1
6,26 1
7,21 1
7,33 1
8,10 1
8,11 1
8,13 1
9,11 1
9,22 1
9,23 1
9,35 1
10,15 1
10,18 1
10,38 1
11,13 1
11,15 1
12,26 1
13,27 1
13,34 1
14,15 1
14,19 1
14,20 1
14,23 1
14,24 1
15,23 1
16,19 1
16,22 1
16,23 1
16,25 1
16,32 1
17,19 1
17,21 1
17,25 1
19,25 1
19,30 1
20,24 1
20,28 1
22,36 1
26,39 1
