core
1000000000 265 353 349 230 389 327 104 303 337 306 319 263 373 389 181 181 315 169 171 281 122 147 324 293 112 318 310 262 185 158 246 153 368 369 173 399 240 250 206 376 157 170 242 243 154 380 122 103 96 139 49 42 147 18 58 20 104 137 113 129 47 23 11 14 135 42 144 29 34
has_camera
0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 1
has_gpu
0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1 1 1 1 1 0 1 1 0 1 1 0 1 0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1
bandwidth
0,2 379
0,3 446
0,4 540
0,7 334
0,8 598
0,9 256
0,10 515
0,11 538
0,12 473
0,13 201
0,14 336
0,15 502
0,16 467
0,18 409
0,19 119
0,20 423
0,22 130
0,23 441
0,24 486
0,25 474
0,26 511
0,27 541
0,28 344
1,10 561
1,12 573
1,30 228
1,56 536
2,11 182
2,19 477
2,38 549
2,63 496
3,10 202
3,17 203
3,33 211
3,61 213
4,6 503
4,28 518
4,69 584
5,11 329
5,17 523
5,27 404
5,36 358
5,38 437
6,7 288
6,20 202
6,67 595
7,35 166
7,40 468
8,18 152
8,22 415
9,12 181
9,17 105
9,36 521
10,17 197
11,38 153
11,41 106
11,44 226
12,30 554
13,20 178
13,21 218
13,60 348
14,24 185
14,34 527
15,21 391
15,31 342
15,35 201
15,39 190
15,40 373
16,46 599
16,54 575
17,27 402
18,49 532
19,37 542
19,41 222
19,64 392
20,35 559
21,35 580
21,39 300
21,62 508
22,26 362
22,42 287
22,66 262
23,24 497
23,29 600
23,32 421
23,45 253
23,50 299
24,26 469
24,29 496
24,39 410
24,52 563
25,42 445
25,43 337
26,32 152
27,33 424
27,38 368
28,48 205
29,31 599
29,39 242
29,65 382
31,36 183
31,39 198
31,55 376
32,42 126
33,68 380
34,47 265
36,44 137
38,51 473
40,59 588
41,57 112
42,43 310
42,53 124
43,45 565
43,46 429
44,58 296
latency
0,2 1
0,3 1
0,4 1
0,7 1
0,8 1
0,9 1
0,10 1
0,11 1
0,12 1
0,13 1
0,14 1
0,15 1
0,16 1
0,18 1
0,19 1
0,20 1
0,22 1
0,23 1
0,24 1
0,25 1
0,26 1
0,27 1
0,28 1
1,10 1
1,12 1
1,30 1
1,56 1
2,11 1
2,19 1
2,38 1
2,63 1
3,10 1
3,17 1
3,33 1
3,61 1
4,6 1
4,28 1
4,69 1
5,11 1
5,17 1
5,27 1
5,36 1
5,38 1
6,7 1
6,20 1
6,67 1
7,35 1
7,40 1
8,18 1
8,22 1
9,12 1
9,17 1
9,36 1
10,17 1
11,38 1
11,41 1
11,44 1
12,30 1
13,20 1
13,21 1
13,60 1
14,24 1
14,34 1
15,21 1
15,31 1
15,35 1
15,39 1
15,40 1
16,46 1
16,54 1
17,27 1
18,49 1
19,37 1
19,41 1
19,64 1
20,35 1
21,35 1
21,39 1
21,62 1
22,26 1
22,42 1
22,66 1
23,24 1
23,29 1
23,32 1
23,45 1
23,50 1
24,26 1
24,29 1
24,39 1
24,52 1
25,42 1
25,43 1
26,32 1
27,33 1
27,38 1
28,48 1
29,31 1
29,39 1
29,65 1
31,36 1
31,39 1
31,55 1
32,42 1
33,68 1
34,47 1
36,44 1
38,51 1
40,59 1
41,57 1
42,43 1
42,53 1
43,45 1
43,46 1
44,58 1
