core
1000000000 133 301 395 371 379 360 173 338 175 115 331 393 344 285 388 125 132 176 121 286 112 216 254 234 279 342 135 126 116 87 93 121 76 67 126 147 63 95 16
has_camera
0 1 0 1 0 1 1 1 1 1 0 0 1 1 1 0 1 0 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1
has_gpu
0 1 1 0 1 1 1 1 0 1 0 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0
bandwidth
0,5 584
0,7 129
0,8 272
0,9 135
0,10 436
0,11 551
0,12 467
0,13 523
0,14 232
0,15 148
0,17 105
1,9 114
1,17 547
1,19 215
2,8 579
2,9 170
2,17 185
2,29 236
3,6 176
3,7 377
3,13 316
3,23 244
3,30 399
4,7 507
4,10 595
4,23 534
4,24 582
5,12 515
5,20 594
5,25 271
6,8 223
6,37 510
7,23 400
7,24 393
8,9 318
8,16 307
8,35 215
9,17 163
10,21 132
10,23 194
10,38 184
11,16 266
11,21 279
12,13 464
12,15 144
12,22 183
12,25 175
13,15 361
13,18 122
13,32 591
14,26 412
14,33 212
15,18 346
15,26 178
17,19 222
20,39 370
21,34 363
22,25 563
22,26 312
24,27 534
25,28 430
25,36 535
26,31 567
latency
0,5 1
0,7 1
0,8 1
0,9 1
0,10 1
0,11 1
0,12 1
0,13 1
0,14 1
0,15 1
0,17 1
1,9 1
1,17 1
1,19 1
2,8 1
2,9 1
2,17 1
2,29 1
3,6 1
3,7 1
3,13 1
3,23 1
3,30 1
4,7 1
4,10 1
4,23 1
4,24 1
5,12 1
5,20 1
5,25 1
6,8 1
6,37 1
7,23 1
7,24 1
8,9 1
8,16 1
8,35 1
9,17 1
10,21 1
10,23 1
10,38 1
11,16 1
11,21 1
12,13 1
12,15 1
12,22 1
12,25 1
13,15 1
13,18 1
13,32 1
14,26 1
14,33 1
15,18 1
15,26 1
17,19 1
20,39 1
21,34 1
22,25 1
22,26 1
24,27 1
25,28 1
25,36 1
26,31 1
