core
1000000000 376 273 141 392 365 333 147 338 310 328 314 279 202 376 395 307 207 250 268 123 126 247 269 164 179 139 375 252 182 336 388 188 370 118 121 84 138 31 22 146 79 66 112 51 99 129 123 27 146
has_camera
0 1 1 1 0 1 0 1 0 1 1 1 0 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0
has_gpu
0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0
bandwidth
0,2 467
0,3 187
0,5 178
0,7 225
0,10 293
0,11 168
0,12 109
0,13 281
0,14 141
0,15 199
0,16 208
0,17 291
0,20 307
0,22 126
0,28 332
0,31 554
1,2 543
1,4 169
1,28 258
2,12 428
2,34 110
3,6 387
3,9 513
3,26 494
3,33 130
4,22 237
4,33 146
5,18 351
5,42 582
6,26 500
6,31 477
6,48 477
7,21 269
8,10 589
8,11 166
8,13 168
8,29 293
9,11 330
9,22 269
9,29 335
9,47 538
10,15 333
10,18 309
10,27 419
10,38 141
11,13 547
11,29 564
12,26 110
13,29 411
13,39 598
14,19 158
14,20 175
14,23 156
14,27 560
15,23 333
15,27 579
16,19 146
16,25 444
16,30 416
16,43 369
17,19 408
17,21 163
17,25 116
18,27 409
19,25 504
19,35 550
20,24 494
20,45 331
21,41 558
22,30 116
22,33 435
22,46 357
23,27 447
23,37 535
25,30 182
26,33 490
26,49 111
28,30 330
28,36 132
30,44 222
31,32 583
31,40 303
latency
0,2 1
0,3 1
0,5 1
0,7 1
0,10 1
0,11 1
0,12 1
0,13 1
0,14 1
0,15 1
0,16 1
0,17 1
0,20 1
0,22 1
0,28 1
0,31 1
1,2 1
1,4 1
1,28 1
2,12 1
2,34 1
3,6 1
3,9 1
3,26 1
3,33 1
4,22 1
4,33 1
5,18 1
5,42 1
6,26 1
6,31 1
6,48 1
7,21 1
8,10 1
8,11 1
8,13 1
8,29 1
9,11 1
9,22 1
9,29 1
9,47 1
10,15 1
10,18 1
10,27 1
10,38 1
11,13 1
11,29 1
12,26 1
13,29 1
13,39 1
14,19 1
14,20 1
14,23 1
14,27 1
15,23 1
15,27 1
16,19 1
16,25 1
16,30 1
16,43 1
17,19 1
17,21 1
17,25 1
18,27 1
19,25 1
19,35 1
20,24 1
20,45 1
21,41 1
22,30 1
22,33 1
22,46 1
23,27 1
23,37 1
25,30 1
26,33 1
26,49 1
28,30 1
28,36 1
30,44 1
31,32 1
31,40 1
